"Belegnummer","Datum","Betrag","MwSt. Schlüssel","Soll","Haben","Nutzerdetails","Systemdetails"
"0","2018-09-27","+103,71","0","1800","26401","mytaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 103,71] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 103,71]"
"108","2018-09-27","+29,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 29,00] <-- 4300 Erlöse 7% USt. [EUR 27,10], 3801 [EUR 1,90]"
"109","2018-09-27","+0,00","8","1600","1600","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 0,00] <-- 4300 Erlöse 7% USt. [EUR 0,00]"
"0","2018-09-28","6,16","0","6495","2100","Datensicherung / GitHub.com","6495 Wartungskosten für Hard- und Software [EUR 6,16] <-- 2100 Privatentnahmen allgemein [EUR 6,16]"
"0","2018-09-28","-17,70","0","6855","1800","Kontoführungsgebühr, Quartal / Deutsche Bank","6855 Nebenkosten des Geldverkehrs [EUR 17,70] <-- 1800 Bank [EUR 17,70]"
"0","2018-09-28","-16,77","0","2100","1800","Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 16,77] <-- 1800 Bank [EUR 16,77]"
"110","2018-09-29","+24,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 24,00] <-- 4300 Erlöse 7% USt. [EUR 22,43], 3801 [EUR 1,57]"
"111","2018-09-29","+1,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 1,00] <-- 4300 Erlöse 7% USt. [EUR 0,93], 3801 [EUR 0,07]"
"0","2018-09-30","-8,34","0","6855","26400","Sumup-Kartenzahlungen (Gebühr)","6855 Nebenkosten des Geldverkehrs [EUR 8,34] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 8,34]"
"0","2018-09-30","-4,49","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 3,77], 1406 [EUR 0,72] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 4,49]"
"0","2018-09-30","-75,49","9","5400","1800","Diesel / TotalCard","5400 Wareneingang 19% Vorsteuer [EUR 61,15], 1406 [EUR 14,34] <-- 1800 Bank [EUR 75,49]"
"0","2018-09-30","-5,04","9","5906","1800","Q-Park Taxisammelplatz Flughafen Tegel (TXL)","5906 Fremdleistungen 19% Vorsteuer [EUR 4,24], 1406 [EUR 0,80] <-- 1800 Bank [EUR 5,04]"
"0","2018-09-30","-4,49","9","5906","1800","Taxiwäsche / TotalCard","5906 Fremdleistungen 19% Vorsteuer [EUR 3,64], 1406 [EUR 0,85] <-- 1800 Bank [EUR 4,49]"
"112","2018-09-30","-570,00","0","2100","1600","Privatentnahme am Monatsende","2100 Privatentnahmen allgemein [EUR 570,00] <-- 1600 Kasse [EUR 570,00]"
"113","2018-09-30","-394,00","0","26400","1600","Sumup-Kartenzahlungen (Debitor)","26400 Bargeldlose Zahlungen SumUp [EUR 394,00] <-- 1600 Kasse [EUR 394,00]"
"114","2018-09-30","-16,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 16,00] <-- 1600 Kasse [EUR 16,00]"
"115","2018-09-30","+55,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 55,00] <-- 4300 Erlöse 7% USt. [EUR 51,40], 3801 [EUR 3,60]"
"116","2018-09-30","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"0","2018-10-01","-34,82","0","6810","1800","Festnetz und Internet, Lehrter Str. 8 / Telekom","6810 Telefax und Internetkosten [EUR 34,82] <-- 1800 Bank [EUR 34,82]"
"0","2018-10-01","-45,00","0","2100","1800","Fitness First Germany Gendarmenmarkt/Mitte","2100 Privatentnahmen allgemein [EUR 45,00] <-- 1800 Bank [EUR 45,00]"
"0","2018-10-01","+50,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 50,00] <-- 1460 Geldtransit [EUR 50,00]"
"0","2018-10-01","+50,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 50,00] <-- 1460 Geldtransit [EUR 50,00]"
"0","2018-10-01","-500,00","0","2100","1800","Kreditkarte Visa / Landesbank Berlin","2100 Privatentnahmen allgemein [EUR 500,00] <-- 1800 Bank [EUR 500,00]"
"14","2018-10-01","-50,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 50,00] <-- 1600 Kasse [EUR 50,00]"
"15","2018-10-01","-50,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 50,00] <-- 1600 Kasse [EUR 50,00]"
"16","2018-10-01","+120,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 120,00] <-- 4300 Erlöse 7% USt. [EUR 112,15], 3801 [EUR 7,85]"
"17","2018-10-01","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
"0","2018-10-02","-0,89","0","2100","1800","Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 0,89] <-- 1800 Bank [EUR 0,89]"
"0","2018-10-02","+90,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 90,00] <-- 1460 Geldtransit [EUR 90,00]"
"0","2018-10-02","+12,31","0","1800","26401","mytaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 12,31] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 12,31]"
"18","2018-10-02","-90,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 90,00] <-- 1600 Kasse [EUR 90,00]"
"19","2018-10-02","+9,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 9,00] <-- 4300 Erlöse 7% USt. [EUR 8,41], 3801 [EUR 0,59]"
"20","2018-10-02","+0,00","8","1600","1600","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 0,00] <-- 4300 Erlöse 7% USt. [EUR 0,00]"
"0","2018-10-03","-0,68","0","6855","1800","Berechtigte Ablehnung einer autorisierten Überweisung / Deutsche Bank","6855 Nebenkosten des Geldverkehrs [EUR 0,68] <-- 1800 Bank [EUR 0,68]"
"0","2018-10-03","-47,00","0","2100","1800","Zurich Kfz-Versicherung B-IQ975 / Privatfahrzeug","2100 Privatentnahmen allgemein [EUR 47,00] <-- 1800 Bank [EUR 47,00]"
"0","2018-10-03","-91,57","0","6520","1800","Taxi Kfz-Versicherung B-E4305 / Zurich","6520 Kfz-Versicherungen [EUR 91,57] <-- 1800 Bank [EUR 91,57]"
"0","2018-10-03","+16,84","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 16,84] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 16,84]"
"21","2018-10-04","+123,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 123,00] <-- 4300 Erlöse 7% USt. [EUR 114,95], 3801 [EUR 8,05]"
"22","2018-10-04","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"0","2018-10-05","-25,00","0","6550","1800","DEGEWO Abstellplatz Taxi B-E4305","6550 Garagenmiete [EUR 25,00] <-- 1800 Bank [EUR 25,00]"
"23","2018-10-05","+35,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 35,00] <-- 4300 Erlöse 7% USt. [EUR 32,71], 3801 [EUR 2,29]"
"24","2018-10-05","+1,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 1,00] <-- 4300 Erlöse 7% USt. [EUR 0,93], 3801 [EUR 0,07]"
"0","2018-10-08","+15,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 15,00] <-- 1460 Geldtransit [EUR 15,00]"
"0","2018-10-08","-33,00","0","2100","1800","Strom Wohnung Lehrter Str. 8, 10557 Berlin","2100 Privatentnahmen allgemein [EUR 33,00] <-- 1800 Bank [EUR 33,00]"
"25","2018-10-08","-15,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 15,00] <-- 1600 Kasse [EUR 15,00]"
"0","2018-10-09","-10,89","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 9,15], 1406 [EUR 1,74] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 10,89]"
"26","2018-10-09","-102,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 102,00] <-- 1600 Kasse [EUR 102,00]"
"27","2018-10-09","-8,00","9","5400","1600","Diesel / Barzahlung","5400 Wareneingang 19% Vorsteuer [EUR 6,72], 1406 [EUR 1,28] <-- 1600 Kasse [EUR 8,00]"
"28","2018-10-09","+107,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 107,00] <-- 4300 Erlöse 7% USt. [EUR 100,00], 3801 [EUR 7,00]"
"29","2018-10-09","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"0","2018-10-10","+50,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 50,00] <-- 1460 Geldtransit [EUR 50,00]"
"0","2018-10-10","-82,11","9","5906","1800","Coworkingspace / Bürobedarf","5906 Fremdleistungen 19% Vorsteuer [EUR 69,00], 1406 [EUR 13,11] <-- 1800 Bank [EUR 82,11]"
"0","2018-10-10","+91,21","0","1800","26401","mytaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 91,21] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 91,21]"
"30","2018-10-10","-50,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 50,00] <-- 1600 Kasse [EUR 50,00]"
"31","2018-10-10","+93,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 93,00] <-- 4300 Erlöse 7% USt. [EUR 86,92], 3801 [EUR 6,08]"
"32","2018-10-10","+1,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 1,00] <-- 4300 Erlöse 7% USt. [EUR 0,93], 3801 [EUR 0,07]"
"0","2018-10-11","-0,90","0","2100","1800","Privatzahlung / Bank","2100 Privatentnahmen allgemein [EUR 0,90] <-- 1800 Bank [EUR 0,90]"
"0","2018-10-11","+34,43","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 34,43] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 34,43]"
"0","2018-10-12","-3,90","9","5906","1800","Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 3,28], 1406 [EUR 0,62] <-- 1800 Bank [EUR 3,90]"
"0","2018-10-12","-48,40","9","5906","1800","Vodafone Mobilfunk","5906 Fremdleistungen 19% Vorsteuer [EUR 40,67], 1406 [EUR 7,73] <-- 1800 Bank [EUR 48,40]"
"0","2018-10-12","+26,26","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 26,26] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 26,26]"
"33","2018-10-13","+262,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 262,00] <-- 4300 Erlöse 7% USt. [EUR 244,86], 3801 [EUR 17,14]"
"34","2018-10-13","+7,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 7,00] <-- 4300 Erlöse 7% USt. [EUR 6,54], 3801 [EUR 0,46]"
"0","2018-10-14","11,89","0","6495","2100","Photoshop / Adobe","6495 Wartungskosten für Hard- und Software [EUR 11,89] <-- 2100 Privatentnahmen allgemein [EUR 11,89]"
"35","2018-10-14","+114,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 114,00] <-- 4300 Erlöse 7% USt. [EUR 106,54], 3801 [EUR 7,46]"
"36","2018-10-14","+4,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]"
"0","2018-10-15","-48,21","0","2100","1800","Benzin, privat / TotalCard","2100 Privatentnahmen allgemein [EUR 48,21] <-- 1800 Bank [EUR 48,21]"
"0","2018-10-15","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"0","2018-10-15","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"0","2018-10-15","-78,78","9","5400","1800","Diesel / TotalCard","5400 Wareneingang 19% Vorsteuer [EUR 63,81], 1406 [EUR 14,97] <-- 1800 Bank [EUR 78,78]"
"0","2018-10-15","-20,99","9","5400","1800","Diesel / TotalCard","5400 Wareneingang 19% Vorsteuer [EUR 17,00], 1406 [EUR 3,99] <-- 1800 Bank [EUR 20,99]"
"0","2018-10-15","-9,73","9","5906","1800","Taxiwäsche / TotalCard","5906 Fremdleistungen 19% Vorsteuer [EUR 7,88], 1406 [EUR 1,85] <-- 1800 Bank [EUR 9,73]"
"37","2018-10-15","-100,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 100,00] <-- 1600 Kasse [EUR 100,00]"
"38","2018-10-15","-100,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 100,00] <-- 1600 Kasse [EUR 100,00]"
"39","2018-10-15","+94,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 94,00] <-- 4300 Erlöse 7% USt. [EUR 87,85], 3801 [EUR 6,15]"
"40","2018-10-15","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"0","2018-10-16","-13,67","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 11,49], 1406 [EUR 2,18] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 13,67]"
"0","2018-10-16","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"41","2018-10-16","-103,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 103,00] <-- 1600 Kasse [EUR 103,00]"
"42","2018-10-16","-100,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 100,00] <-- 1600 Kasse [EUR 100,00]"
"43","2018-10-16","+105,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 105,00] <-- 4300 Erlöse 7% USt. [EUR 98,13], 3801 [EUR 6,87]"
"44","2018-10-16","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
"0","2018-10-17","+21,39","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 21,39] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 21,39]"
"0","2018-10-18","+17,89","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 17,89] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 17,89]"
"0","2018-10-18","+89,63","0","1800","26401","mytaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 89,63] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 89,63]"
"0","2018-10-19","+22,39","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 22,39] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 22,39]"
"45","2018-10-19","+4,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]"
"46","2018-10-19","+106,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 106,00] <-- 4300 Erlöse 7% USt. [EUR 99,07], 3801 [EUR 6,93]"
"47","2018-10-21","+5,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 5,00] <-- 4300 Erlöse 7% USt. [EUR 4,67], 3801 [EUR 0,33]"
"48","2018-10-21","+196,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 196,00] <-- 4300 Erlöse 7% USt. [EUR 183,18], 3801 [EUR 12,82]"
"0","2018-10-22","-8,06","0","6495","1800","Entwicklungseditor / JetBrains","6495 Wartungskosten für Hard- und Software [EUR 8,06] <-- 1800 Bank [EUR 8,06]"
"0","2018-10-22","+150,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 150,00] <-- 1460 Geldtransit [EUR 150,00]"
"0","2018-10-22","31,97","9","6816","2100","NOVAATO Premium Monitorhalterung / Bürobedarf","6816 Bürobedarf 19% Vorsteuer [EUR 26,87], 1406 [EUR 5,10] <-- 2100 Privatentnahmen allgemein [EUR 31,97]"
"49","2018-10-22","+4,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]"
"50","2018-10-22","-150,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 150,00] <-- 1600 Kasse [EUR 150,00]"
"51","2018-10-22","+119,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 119,00] <-- 4300 Erlöse 7% USt. [EUR 111,21], 3801 [EUR 7,79]"
"0","2018-10-23","-3,09","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 2,60], 1406 [EUR 0,49] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 3,09]"
"0","2018-10-23","+26,25","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 26,25] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 26,25]"
"52","2018-10-23","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
"53","2018-10-23","-47,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 47,00] <-- 1600 Kasse [EUR 47,00]"
"54","2018-10-23","+91,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 91,00] <-- 4300 Erlöse 7% USt. [EUR 85,05], 3801 [EUR 5,95]"
"0","2018-10-24","+44,61","0","1800","26401","mytaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 44,61] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 44,61]"
"0","2018-10-24","-50,00","0","2150","1800","Kfz-Steuer Privatfahrzeug B-IQ975","2150 Privatsteuern [EUR 50,00] <-- 1800 Bank [EUR 50,00]"
"0","2018-10-24","+150,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 150,00] <-- 1460 Geldtransit [EUR 150,00]"
"0","2018-10-24","+24,76","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 24,76] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 24,76]"
"55","2018-10-24","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"56","2018-10-24","-150,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 150,00] <-- 1600 Kasse [EUR 150,00]"
"57","2018-10-24","+101,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 101,00] <-- 4300 Erlöse 7% USt. [EUR 94,39], 3801 [EUR 6,61]"
"0","2018-10-25","+9,72","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 9,72] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 9,72]"
"58","2018-10-25","+0,00","8","1600","1600","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 0,00] <-- 4300 Erlöse 7% USt. [EUR 0,00]"
"59","2018-10-25","+21,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 21,00] <-- 4300 Erlöse 7% USt. [EUR 19,63], 3801 [EUR 1,37]"
"60","2018-10-27","+1,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 1,00] <-- 4300 Erlöse 7% USt. [EUR 0,93], 3801 [EUR 0,07]"
"61","2018-10-27","+62,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 62,00] <-- 4300 Erlöse 7% USt. [EUR 57,94], 3801 [EUR 4,06]"
"0","2018-10-28","6,29","0","6495","2100","Datensicherung / GitHub.com","6495 Wartungskosten für Hard- und Software [EUR 6,29] <-- 2100 Privatentnahmen allgemein [EUR 6,29]"
"62","2018-10-28","+7,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 7,00] <-- 4300 Erlöse 7% USt. [EUR 6,54], 3801 [EUR 0,46]"
"63","2018-10-28","+350,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 350,00] <-- 4300 Erlöse 7% USt. [EUR 327,10], 3801 [EUR 22,90]"
"0","2018-10-29","-750,00","0","3190","1800","Tilgungsrate B-E4305 / Mercedes-Benz Bank AG","3190 Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen - Restlaufzeit 1 bis 5 Jahre [EUR 750,00] <-- 1800 Bank [EUR 750,00]"
"0","2018-10-29","+100,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 100,00] <-- 1460 Geldtransit [EUR 100,00]"
"0","2018-10-29","+250,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 250,00] <-- 1460 Geldtransit [EUR 250,00]"
"0","2018-10-29","+300,00","0","1800","1460","Einzahlungsbeleg","1800 Bank [EUR 300,00] <-- 1460 Geldtransit [EUR 300,00]"
"0","2018-10-29","+12,84","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 12,84] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 12,84]"
"64","2018-10-29","-2,00","0","6800","1600","Deutsche Post / Betriebsbedarf","6800 Porto [EUR 2,00] <-- 1600 Kasse [EUR 2,00]"
"65","2018-10-29","-100,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 100,00] <-- 1600 Kasse [EUR 100,00]"
"66","2018-10-29","-250,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 250,00] <-- 1600 Kasse [EUR 250,00]"
"67","2018-10-29","-300,00","0","1460","1600","Einzahlungsbeleg","1460 Geldtransit [EUR 300,00] <-- 1600 Kasse [EUR 300,00]"
"0","2018-10-30","+44,57","0","1800","26400","Sumup-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 44,57] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 44,57]"
"0","2018-10-31","-48,38","0","2100","1800","Benzin, privat / TotalCard","2100 Privatentnahmen allgemein [EUR 48,38] <-- 1800 Bank [EUR 48,38]"
"0","2018-10-31","-4,86","0","6855","26400","Sumup-Kartenzahlungen (Gebühr)","6855 Nebenkosten des Geldverkehrs [EUR 4,86] <-- 26400 Bargeldlose Zahlungen SumUp [EUR 4,86]"
"0","2018-10-31","-11,79","9","7810","26401","mytaxi-Kartenzahlungen (Gebühr)","7810 Auftragsvermittlung myTaxi [EUR 9,91], 1406 [EUR 1,88] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 11,79]"
"0","2018-10-31","-87,32","9","5400","1800","Diesel / TotalCard","5400 Wareneingang 19% Vorsteuer [EUR 70,73], 1406 [EUR 16,59] <-- 1800 Bank [EUR 87,32]"
"0","2018-10-31","-5,65","9","5906","1800","Q-Park Taxisammelplatz Flughafen Tegel (TXL)","5906 Fremdleistungen 19% Vorsteuer [EUR 4,75], 1406 [EUR 0,90] <-- 1800 Bank [EUR 5,65]"
"0","2018-10-31","-6,74","9","5906","1800","Taxiwäsche / TotalCard","5906 Fremdleistungen 19% Vorsteuer [EUR 5,46], 1406 [EUR 1,28] <-- 1800 Bank [EUR 6,74]"
"68","2018-10-31","-49,00","0","2100","1600","Privatentnahme am Monatsende","2100 Privatentnahmen allgemein [EUR 49,00] <-- 1600 Kasse [EUR 49,00]"
"69","2018-10-31","-262,00","0","26400","1600","Sumup-Kartenzahlungen (Debitor)","26400 Bargeldlose Zahlungen SumUp [EUR 262,00] <-- 1600 Kasse [EUR 262,00]"
"70","2018-10-31","-104,00","0","26401","1600","mytaxi-Kartenzahlungen (Debitor)","26401 Bargeldlose Zahlungen myTaxi [EUR 104,00] <-- 1600 Kasse [EUR 104,00]"
"0","2018-11-01","-34,82","0","6810","1800","Festnetz und Internet, Lehrter Str. 8 / Telekom","6810 Telefax und Internetkosten [EUR 34,82] <-- 1800 Bank [EUR 34,82]"
"0","2018-11-01","-45,00","0","2100","1800","Fitness First Germany Gendarmenmarkt/Mitte","2100 Privatentnahmen allgemein [EUR 45,00] <-- 1800 Bank [EUR 45,00]"
"0","2018-11-02","+92,71","0","1800","26401","mytaxi-Kartenzahlungen (Auszahlung)","1800 Bank [EUR 92,71] <-- 26401 Bargeldlose Zahlungen myTaxi [EUR 92,71]"
"0","2018-11-05","-304,88","9","5906","1800","Steuerberater / Rieseberg","5906 Fremdleistungen 19% Vorsteuer [EUR 256,20], 1406 [EUR 48,68] <-- 1800 Bank [EUR 304,88]"
"0","2018-11-05","-25,00","0","6550","1800","DEGEWO Abstellplatz Taxi B-E4305","6550 Garagenmiete [EUR 25,00] <-- 1800 Bank [EUR 25,00]"
"0","2018-11-06","-0,68","0","6855","1800","Berechtigte Ablehnung einer autorisierten Überweisung / Deutsche Bank","6855 Nebenkosten des Geldverkehrs [EUR 0,68] <-- 1800 Bank [EUR 0,68]"
"1","2018-11-06","+4,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 4,00] <-- 4300 Erlöse 7% USt. [EUR 3,74], 3801 [EUR 0,26]"
"2","2018-11-06","+120,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 120,00] <-- 4300 Erlöse 7% USt. [EUR 112,15], 3801 [EUR 7,85]"
"0","2018-11-07","-33,00","0","2100","1800","Strom Wohnung Lehrter Str. 8, 10557 Berlin","2100 Privatentnahmen allgemein [EUR 33,00] <-- 1800 Bank [EUR 33,00]"
"3","2018-11-08","+2,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 2,00] <-- 4300 Erlöse 7% USt. [EUR 1,87], 3801 [EUR 0,13]"
"4","2018-11-08","+55,00","8","1600","4300","Taxischicht im Pflichtfahrgebiet","1600 Kasse [EUR 55,00] <-- 4300 Erlöse 7% USt. [EUR 51,40], 3801 [EUR 3,60]"
"5","2018-11-09","+3,00","8","1600","4300","Trinkgeld aus einer Taxischicht","1600 Kasse [EUR 3,00] <-- 4300 Erlöse 7% USt. [EUR 2,80], 3801 [EUR 0,20]"
